data_venda,produto,marca,modelo,preco,quantidade
2023-10-24,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2023-10-25,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,1
2023-10-25,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,3
2023-10-25,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2023-10-26,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,2
2023-10-26,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2023-10-26,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2023-10-26,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,8
2023-10-26,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,3
2023-10-27,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,5
2023-10-27,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2023-10-27,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2023-10-27,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,8
2023-10-27,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,5
2023-10-28,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2023-10-28,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2023-10-28,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2023-10-28,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,2
2023-10-28,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,1
2023-10-29,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,2
2023-10-29,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,7
2023-10-30,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,9
2023-10-30,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2023-10-30,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,4
2023-10-30,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,9
2023-10-30,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2023-10-31,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2023-10-31,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,3
2023-11-01,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2023-11-01,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,7
2023-11-02,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,4
2023-11-02,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2023-11-03,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,1
2023-11-03,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,10
2023-11-03,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2023-11-03,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2023-11-03,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2023-11-03,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,10
2023-11-04,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2023-11-04,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2023-11-04,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2023-11-04,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,4
2023-11-04,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2023-11-04,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,2
2023-11-05,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2023-11-05,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2023-11-05,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2023-11-05,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2023-11-06,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2023-11-06,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,5
2023-11-06,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2023-11-07,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2023-11-07,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2023-11-08,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,7
2023-11-08,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2023-11-09,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2023-11-09,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,3
2023-11-09,Controle Remoto LG,LG,AKB75095307,R$ 79.99,1
2023-11-09,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2023-11-10,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2023-11-10,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2023-11-10,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2023-11-11,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2023-11-12,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2023-11-12,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,9
2023-11-13,Controle Remoto LG,LG,AKB75095307,R$ 79.99,6
2023-11-13,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2023-11-13,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2023-11-14,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2023-11-15,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,2
2023-11-15,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2023-11-15,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2023-11-15,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2023-11-16,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2023-11-17,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2023-11-17,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2023-11-17,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,4
2023-11-17,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,3
2023-11-17,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2023-11-18,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2023-11-18,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2023-11-18,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2023-11-18,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,5
2023-11-18,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,3
2023-11-18,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2023-11-19,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,8
2023-11-20,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,1
2023-11-20,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2023-11-21,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,6
2023-11-21,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2023-11-21,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,7
2023-11-22,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2023-11-22,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,7
2023-11-22,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2023-11-22,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2023-11-22,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,4
2023-11-22,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2023-11-23,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,3
2023-11-23,Controle Remoto LG,LG,AKB75095307,R$ 79.99,4
2023-11-23,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2023-11-23,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2023-11-23,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2023-11-24,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,4
2023-11-24,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2023-11-24,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2023-11-24,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,5
2023-11-24,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,5
2023-11-24,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,6
2023-11-25,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,7
2023-11-25,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,3
2023-11-25,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2023-11-25,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2023-11-26,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,6
2023-11-27,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,5
2023-11-28,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,2
2023-11-28,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,5
2023-11-28,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2023-11-29,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2023-11-29,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2023-11-29,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,6
2023-11-29,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,5
2023-11-29,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,5
2023-11-30,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,2
2023-11-30,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,10
2023-11-30,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2023-12-01,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2023-12-01,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2023-12-01,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,1
2023-12-01,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2023-12-02,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2023-12-02,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2023-12-02,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2023-12-02,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,7
2023-12-02,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,4
2023-12-02,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,8
2023-12-03,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2023-12-03,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,1
2023-12-03,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,10
2023-12-03,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,7
2023-12-04,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,6
2023-12-05,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2023-12-05,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2023-12-06,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2023-12-07,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2023-12-07,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,8
2023-12-08,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2023-12-09,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,6
2023-12-10,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2023-12-10,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2023-12-10,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,5
2023-12-10,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2023-12-10,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,3
2023-12-10,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2023-12-11,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2023-12-11,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2023-12-11,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2023-12-11,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,10
2023-12-11,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,2
2023-12-11,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,9
2023-12-12,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2023-12-12,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,9
2023-12-12,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,5
2023-12-13,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2023-12-14,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,6
2023-12-15,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,3
2023-12-16,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,2
2023-12-16,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2023-12-16,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,7
2023-12-16,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2023-12-16,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,7
2023-12-16,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2023-12-17,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2023-12-17,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2023-12-18,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2023-12-19,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2023-12-19,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2023-12-19,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,9
2023-12-19,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,2
2023-12-20,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,4
2023-12-20,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2023-12-20,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2023-12-20,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2023-12-21,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2023-12-21,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,7
2023-12-21,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,6
2023-12-22,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,4
2023-12-22,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2023-12-22,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2023-12-22,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2023-12-22,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2023-12-23,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,2
2023-12-23,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2023-12-23,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,5
2023-12-23,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,2
2023-12-23,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2023-12-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,3
2023-12-24,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,1
2023-12-24,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,4
2023-12-24,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2023-12-25,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2023-12-25,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,10
2023-12-25,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,6
2023-12-25,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2023-12-26,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,7
2023-12-26,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,5
2023-12-26,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,2
2023-12-26,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,10
2023-12-26,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2023-12-27,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,10
2023-12-27,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,7
2023-12-27,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2023-12-28,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2023-12-28,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,8
2023-12-28,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2023-12-28,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2023-12-28,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2023-12-29,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,4
2023-12-30,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,7
2023-12-31,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,2
2024-01-01,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-01-01,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,3
2024-01-01,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,9
2024-01-01,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,2
2024-01-01,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2024-01-02,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,2
2024-01-02,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,6
2024-01-03,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,8
2024-01-03,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,9
2024-01-04,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,4
2024-01-05,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,1
2024-01-05,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-01-05,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,8
2024-01-05,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,4
2024-01-05,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,9
2024-01-05,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,6
2024-01-06,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,1
2024-01-06,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,10
2024-01-06,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,7
2024-01-06,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,4
2024-01-07,Controle Remoto LG,LG,AKB75095307,R$ 79.99,9
2024-01-08,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2024-01-08,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,4
2024-01-09,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,3
2024-01-09,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,5
2024-01-09,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,9
2024-01-09,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,3
2024-01-09,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2024-01-09,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-01-10,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,5
2024-01-11,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2024-01-12,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,8
2024-01-13,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2024-01-13,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,3
2024-01-14,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,8
2024-01-14,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,4
2024-01-14,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,2
2024-01-14,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2024-01-14,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,1
2024-01-14,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,10
2024-01-15,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,5
2024-01-16,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2024-01-16,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2024-01-16,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2024-01-16,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2024-01-17,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,2
2024-01-17,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,8
2024-01-17,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,8
2024-01-18,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,5
2024-01-18,Controle Remoto LG,LG,AKB75095307,R$ 79.99,3
2024-01-18,Powerbank 20000mAh,Xiaomi,Mi Power Bank 3,R$ 199.99,1
2024-01-18,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,1
2024-01-19,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-01-20,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-01-20,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,6
2024-01-21,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,8
2024-01-21,Controle Remoto LG,LG,AKB75095307,R$ 79.99,2
2024-01-21,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,4
2024-01-21,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,5
2024-01-21,Controle Remoto LG,LG,AKB75095307,R$ 79.99,6
2024-01-22,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,10
2024-01-22,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,10
2024-01-23,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-01-23,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,1
2024-01-23,Controle Remoto LG,LG,AKB75095307,R$ 79.99,5
2024-01-23,Controle Remoto LG,LG,AKB75095307,R$ 79.99,8
2024-01-23,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-01-24,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,7
2024-01-24,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-01-25,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,5
2024-01-25,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,1
2024-01-26,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,6
2024-01-26,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,6
2024-01-27,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2024-01-28,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,9
2024-01-29,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,4
2024-01-29,Controle Remoto para TV Samsung,Samsung,BN59-01199F,R$ 77.59,8
2024-01-29,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
2024-01-30,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2024-01-30,Fone de Ouvido com Fio,Havit,H2016D,R$ 94.37,3
2024-01-31,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,5
2024-02-01,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,4
2024-02-01,Carregador Rápido 18W,Anker,PowerPort III Nano,R$ 39.99,7
2024-02-02,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,5
2024-02-02,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,10
2024-02-02,Controle Remoto LG,LG,AKB75095307,R$ 79.99,7
2024-02-02,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,10
2024-02-03,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
2024-02-03,Carregador Rápido Dual,Aukey,PA-Y10,R$ 44.99,1
2024-02-03,Fone de Ouvido Bluetooth,Lenovo,Lp40,R$ 97.99,9
2024-02-03,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,2
2024-02-03,Controle Remoto LG,LG,AKB75095307,R$ 79.99,4
2024-02-03,Fone de Ouvido Bluetooth,Jbl,Wave Flex TWS - Preto,R$ 249.89,1
2024-02-04,Controle Remoto Universal,Logitech,Logitech Harmony 350,R$ 119.19,10
2024-02-04,Rádio MP3 para Carro,Pioneer,DEH-S6220BT,R$ 499.99,9
2024-02-04,Rádio MP3 para Carro,Kenwood,KDC-BT558U,R$ 449.99,6
2024-02-05,Carregador USB-C 20W,Apple,20W USB-C Power Adapter,R$ 97.98,6
2024-02-05,Fone de Ouvido com Fio,Jbl,Tune 500 Preto,R$ 149.98,10
2024-02-05,Powerbank 10000mAh,Anker,PowerCore 10000,R$ 129.99,6
